"year","age","schooling","income","party","philosophy","legal","gender"
2008,29,12,"$25000 or more","Strong democrat","Moderate",1,"Female"
2008,27,14,"$15000 - 19999","Not str democrat","Liberal",0,"Female"
2008,58,19,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,29,14,"$25000 or more","Other party","Slghtly conservative",1,"Male"
2008,25,16,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,60,15,"$25000 or more","Strong democrat","Slightly liberal",1,"Male"
2008,76,16,"$25000 or more","Strong democrat","Extremely liberal",1,"Male"
2008,50,16,"$25000 or more","Independent","Moderate",1,"Male"
2008,33,15,"$25000 or more","Not str republican","Slightly liberal",0,"Male"
2008,77,5,"$20000 - 24999","Ind,near dem","Conservative",0,"Female"
2008,33,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,54,13,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,36,14,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,48,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,38,12,"$20000 - 24999","Not str republican","Moderate",0,"Female"
2008,61,10,"$25000 or more","Strong democrat","Extrmly conservative",1,"Male"
2008,59,9,"Lt $1000","Independent","Liberal",1,"Female"
2008,44,12,"$25000 or more","Not str republican","Moderate",1,"Male"
2008,73,16,"$15000 - 19999","Not str republican","Slghtly conservative",0,"Male"
2008,78,10,"$4000 to 4999","Strong democrat","Moderate",0,"Female"
2008,67,16,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,50,17,"$25000 or more","Not str republican","Slghtly conservative",1,"Female"
2008,46,20,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,42,16,"$25000 or more","Ind,near dem","Slghtly conservative",0,"Male"
2008,35,10,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,46,16,"$25000 or more","Not str democrat","Slghtly conservative",0,"Female"
2008,61,12,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,37,18,"$20000 - 24999","Strong democrat","Slightly liberal",0,"Male"
2008,35,9,"$20000 - 24999","Not str democrat","Slightly liberal",0,"Female"
2008,53,16,"$25000 or more","Independent","Conservative",0,"Male"
2008,30,8,"$25000 or more","Independent","Liberal",0,"Male"
2008,47,9,"$3000 to 3999","Ind,near dem","Extremely liberal",0,"Female"
2008,50,11,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
2008,40,12,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,84,4,"$10000 - 14999","Not str democrat","Slghtly conservative",0,"Male"
2008,56,9,"$5000 to 5999","Independent","Slghtly conservative",1,"Female"
2008,28,16,"$25000 or more","Not str democrat","Liberal",1,"Male"
2008,28,9,"$10000 - 14999","Independent","Moderate",0,"Female"
2008,30,11,"$25000 or more","Ind,near dem","Liberal",0,"Male"
2008,28,11,"$25000 or more","Independent","Moderate",0,"Female"
2008,21,14,"$10000 - 14999","Not str democrat","Moderate",0,"Male"
2008,53,9,"$20000 - 24999","Not str democrat","Moderate",0,"Male"
2008,23,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,45,12,"$20000 - 24999","Strong republican","Extrmly conservative",0,"Female"
2008,43,20,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,74,16,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
2008,60,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,54,8,"$10000 - 14999","Not str republican","Slghtly conservative",0,"Male"
2008,24,12,"$25000 or more","Not str republican","Moderate",0,"Male"
2008,19,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2008,52,14,"$25000 or more","Strong republican","Moderate",1,"Female"
2008,32,14,"$25000 or more","Ind,near dem","Liberal",0,"Male"
2008,28,12,"$15000 - 19999","Independent","Moderate",1,"Male"
2008,37,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,38,14,"$25000 or more","Strong republican","Moderate",1,"Female"
2008,26,14,"$20000 - 24999","Not str republican","Conservative",1,"Female"
2008,38,12,"$25000 or more","Other party","Extrmly conservative",0,"Male"
2008,38,17,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,45,12,"$10000 - 14999","Strong democrat","Slghtly conservative",0,"Male"
2008,54,14,"$25000 or more","Not str democrat","Slghtly conservative",0,"Female"
2008,79,11,"$8000 to 9999","Independent","Conservative",1,"Female"
2008,59,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,39,12,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,35,14,"$25000 or more","Not str republican","Slightly liberal",1,"Male"
2008,61,18,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,47,10,"$10000 - 14999","Ind,near rep","Moderate",1,"Male"
2008,26,12,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,41,18,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,58,12,"$25000 or more","Independent","Moderate",1,"Male"
2008,56,10,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,65,14,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,53,16,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,18,12,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,32,14,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2008,26,16,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,58,11,"$10000 - 14999","Ind,near dem","Moderate",0,"Female"
2008,39,18,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,29,14,"$20000 - 24999","Other party","Conservative",0,"Male"
2008,83,14,"$25000 or more","Ind,near rep","Extrmly conservative",0,"Female"
2008,86,7,"$15000 - 19999","Independent","Conservative",0,"Female"
2008,60,12,"$25000 or more","Ind,near dem","Liberal",1,"Male"
2008,87,12,"Lt $1000","Independent","Moderate",0,"Female"
2008,80,12,"$8000 to 9999","Strong democrat","Liberal",1,"Female"
2008,66,14,"$8000 to 9999","Ind,near dem","Slightly liberal",1,"Female"
2008,38,12,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Female"
2008,19,11,"$25000 or more","Independent","Liberal",1,"Male"
2008,53,12,"$5000 to 5999","Strong democrat","Liberal",1,"Female"
2008,29,11,"$6000 to 6999","Independent","Slghtly conservative",1,"Female"
2008,30,6,"$7000 to 7999","Ind,near dem","Extremely liberal",0,"Female"
2008,26,4,"$20000 - 24999","Ind,near dem","Liberal",0,"Male"
2008,22,11,"$20000 - 24999","Independent","Liberal",0,"Male"
2008,26,12,"$20000 - 24999","Independent","Conservative",0,"Female"
2008,54,12,"$25000 or more","Independent","Moderate",1,"Female"
2008,59,18,"$25000 or more","Strong republican","Extrmly conservative",0,"Female"
2008,81,10,"Refused","Not str democrat","Moderate",1,"Male"
2008,57,14,"$25000 or more","Independent","Slightly liberal",1,"Female"
2008,24,16,"$10000 - 14999","Ind,near dem","Moderate",1,"Male"
2008,57,14,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,23,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,31,14,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,38,12,"$25000 or more","Strong democrat","Extremely liberal",1,"Male"
2008,25,17,"$7000 to 7999","Not str democrat","Extremely liberal",1,"Female"
2008,31,14,"$25000 or more","Strong democrat","Liberal",1,"Female"
2008,23,12,"$25000 or more","Independent","Moderate",1,"Female"
2008,46,17,"$25000 or more","Ind,near dem","Extremely liberal",1,"Male"
2008,79,11,"$25000 or more","Not str democrat","Moderate",1,"Female"
2008,34,16,"$25000 or more","Independent","Moderate",0,"Male"
2008,61,12,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,74,7,"$25000 or more","Strong democrat","Extremely liberal",0,"Female"
2008,53,15,"$15000 - 19999","Ind,near rep","Slghtly conservative",0,"Male"
2008,65,12,"$15000 - 19999","Strong democrat","Slightly liberal",0,"Male"
2008,37,13,"$25000 or more","Ind,near rep","Moderate",0,"Female"
2008,49,11,"$25000 or more","Independent","Conservative",1,"Female"
2008,37,12,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,23,16,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
2008,82,14,"$10000 - 14999","Not str republican","Conservative",0,"Male"
2008,84,12,"$20000 - 24999","Not str democrat","Slghtly conservative",0,"Male"
2008,48,12,"Lt $1000","Strong republican","Conservative",0,"Female"
2008,48,14,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,58,12,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
2008,53,16,"$25000 or more","Not str republican","Extrmly conservative",0,"Male"
2008,65,14,"$25000 or more","Strong republican","Conservative",0,"Female"
2008,45,16,"$25000 or more","Ind,near dem","Liberal",1,"Female"
2008,69,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,24,12,"$10000 - 14999","Ind,near dem","Slightly liberal",0,"Female"
2008,32,11,"$15000 - 19999","Ind,near dem","Moderate",0,"Male"
2008,53,13,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,34,16,"$20000 - 24999","Strong democrat","Liberal",1,"Male"
2008,40,16,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2008,22,15,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2008,31,15,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,50,18,"$25000 or more","Not str democrat","Moderate",1,"Female"
2008,44,16,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
2008,38,10,"$25000 or more","Strong republican","Conservative",1,"Male"
2008,42,16,"$25000 or more","Strong democrat","Liberal",1,"Male"
2008,47,20,"$25000 or more","Ind,near rep","Conservative",1,"Male"
2008,26,12,"$25000 or more","Independent","Extrmly conservative",0,"Female"
2008,47,10,"Lt $1000","Independent","Slightly liberal",0,"Male"
2008,30,18,"$25000 or more","Independent","Moderate",1,"Male"
2008,40,14,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2008,48,10,"$15000 - 19999","Ind,near rep","Slghtly conservative",1,"Male"
2008,28,16,"$15000 - 19999","Other party","Liberal",1,"Male"
2008,75,13,"$25000 or more","Not str republican","Conservative",0,"Male"
2008,48,18,"$25000 or more","Ind,near dem","Extremely liberal",1,"Female"
2008,45,6,"$5000 to 5999","Ind,near rep","Slightly liberal",0,"Male"
2008,50,9,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,27,13,"$25000 or more","Independent","Moderate",0,"Female"
2008,24,11,"$10000 - 14999","Not str democrat","Liberal",1,"Female"
2008,33,10,"$10000 - 14999","Not str republican","Moderate",0,"Male"
2008,22,14,"$25000 or more","Independent","Slghtly conservative",1,"Female"
2008,46,12,"Refused","Not str republican","Extrmly conservative",0,"Male"
2008,45,18,"$25000 or more","Strong republican","Conservative",1,"Male"
2008,81,10,"$10000 - 14999","Strong democrat","Moderate",0,"Female"
2008,21,13,"$25000 or more","Not str republican","Slghtly conservative",1,"Female"
2008,23,15,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,46,16,"Lt $1000","Independent","Moderate",1,"Male"
2008,52,14,"$15000 - 19999","Strong republican","Moderate",0,"Female"
2008,31,8,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,50,12,"$15000 - 19999","Strong republican","Conservative",0,"Male"
2008,72,14,"Refused","Not str republican","Slghtly conservative",0,"Male"
2008,36,12,"$20000 - 24999","Not str democrat","Slightly liberal",1,"Female"
2008,49,12,"$25000 or more","Independent","Liberal",0,"Male"
2008,42,16,"$25000 or more","Strong democrat","Extremely liberal",1,"Male"
2008,47,20,"$25000 or more","Strong democrat","Liberal",0,"Female"
2008,58,16,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2008,26,12,"$7000 to 7999","Ind,near dem","Slightly liberal",0,"Female"
2008,72,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,26,12,"$15000 - 19999","Ind,near rep","Moderate",1,"Female"
2008,31,16,"$7000 to 7999","Ind,near dem","Extremely liberal",1,"Female"
2008,29,15,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
2008,55,12,"$15000 - 19999","Not str democrat","Extrmly conservative",0,"Male"
2008,26,18,"$25000 or more","Independent","Moderate",1,"Male"
2008,42,18,"$25000 or more","Strong democrat","Extremely liberal",1,"Male"
2008,56,15,"$25000 or more","Not str republican","Moderate",0,"Female"
2008,54,18,"$25000 or more","Strong democrat","Moderate",0,"Male"
2008,59,12,"$25000 or more","Ind,near rep","Liberal",1,"Male"
2008,28,16,"$25000 or more","Ind,near dem","Liberal",1,"Male"
2008,53,18,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,75,16,"$20000 - 24999","Ind,near rep","Slghtly conservative",0,"Female"
2008,29,14,"$25000 or more","Not str democrat","Moderate",0,"Male"
2008,44,12,"$25000 or more","Not str republican","Moderate",1,"Male"
2008,46,16,"$25000 or more","Ind,near dem","Liberal",1,"Female"
2008,20,13,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,30,17,"$25000 or more","Ind,near dem","Slightly liberal",1,"Female"
2008,57,15,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,56,16,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2008,57,16,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,21,11,"$15000 - 19999","Ind,near dem","Moderate",1,"Female"
2008,81,16,"$10000 - 14999","Ind,near dem","Conservative",0,"Female"
2008,52,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,54,18,"$20000 - 24999","Strong democrat","Extremely liberal",0,"Female"
2008,52,13,"$25000 or more","Ind,near rep","Moderate",1,"Male"
2008,75,16,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2008,52,12,"$25000 or more","Strong republican","Conservative",1,"Female"
2008,28,12,"$25000 or more","Ind,near dem","Liberal",1,"Female"
2008,61,14,"$25000 or more","Strong republican","Extremely liberal",0,"Male"
2008,50,12,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2008,28,16,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
2008,49,16,"$25000 or more","Not str democrat","Slightly liberal",1,"Female"
2008,49,12,"Refused","Independent","Liberal",1,"Male"
2008,37,12,"Refused","Not str republican","Conservative",0,"Male"
2008,82,12,"Refused","Strong democrat","Moderate",0,"Male"
2008,53,12,"$25000 or more","Independent","Moderate",1,"Female"
2008,44,14,"Refused","Not str republican","Conservative",0,"Female"
2008,67,13,"Refused","Strong republican","Moderate",0,"Male"
2008,56,16,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,62,12,"Refused","Strong democrat","Liberal",1,"Female"
2008,47,19,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,60,16,"$25000 or more","Not str republican","Moderate",0,"Male"
2008,60,13,"$25000 or more","Strong democrat","Extrmly conservative",0,"Male"
2008,59,20,"Refused","Strong democrat","Extremely liberal",0,"Male"
2008,49,18,"$25000 or more","Independent","Slghtly conservative",1,"Male"
2008,42,17,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2008,24,16,"$10000 - 14999","Not str republican","Conservative",0,"Male"
2008,24,14,"$25000 or more","Not str republican","Conservative",1,"Male"
2008,31,17,"$25000 or more","Not str democrat","Liberal",1,"Male"
2008,26,16,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,66,12,"$25000 or more","Strong republican","Conservative",1,"Male"
2008,70,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2008,40,20,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2008,39,14,"$25000 or more","Not str republican","Slghtly conservative",0,"Female"
2008,78,13,"$25000 or more","Not str democrat","Slghtly conservative",0,"Female"
2008,50,17,"$25000 or more","Not str democrat","Moderate",0,"Female"
2008,70,14,"Refused","Independent","Liberal",0,"Female"
2008,50,16,"$25000 or more","Strong democrat","Liberal",0,"Male"
2008,72,14,"$25000 or more","Strong republican","Conservative",0,"Male"
2008,54,14,"Refused","Not str republican","Moderate",0,"Male"
2008,31,16,"Refused","Not str democrat","Slightly liberal",1,"Female"
2008,40,16,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2008,23,12,"Refused","Not str democrat","Moderate",0,"Male"
2008,26,14,"$5000 to 5999","Ind,near rep","Slghtly conservative",0,"Male"
2008,78,16,"Refused","Not str republican","Conservative",0,"Male"
2008,62,12,"$20000 - 24999","Ind,near rep","Conservative",0,"Male"
2008,38,12,"Refused","Independent","Moderate",0,"Male"
2008,72,12,"$25000 or more","Strong democrat","Moderate",0,"Female"
2008,49,14,"$25000 or more","Not str republican","Moderate",1,"Female"
2008,56,15,"$25000 or more","Not str republican","Moderate",0,"Male"
2008,30,14,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
2008,44,12,"$25000 or more","Not str democrat","Moderate",1,"Male"
2008,55,12,"$25000 or more","Independent","Moderate",0,"Female"
2008,60,12,"$8000 to 9999","Not str democrat","Conservative",1,"Male"
2008,84,8,"$4000 to 4999","Ind,near dem","Liberal",0,"Female"
2008,39,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
2008,19,14,"$25000 or more","Other party","Slightly liberal",0,"Male"
2008,56,16,"$25000 or more","Ind,near dem","Conservative",1,"Male"
